year,degree,work,age,job_satisfied,happy,sex,age_range
2002,less than high school,NA,23,NA,NA,female,age 20-39
2002,less than high school,yes,61,NA,not too happy,male,age 60-79
2002,high school,NA,62,moderately satisfied,very happy,male,age 60-79
2002,less than high school,NA,47,NA,NA,male,age 40-59
2002,high school,NA,59,NA,NA,male,age 40-59
2002,less than high school,yes,67,NA,NA,male,age 60-79
2002,high school,NA,56,very satisfied,very happy,female,age 40-59
2002,high school,NA,50,very satisfied,pretty happy,male,age 40-59
2002,less than high school,yes,64,NA,pretty happy,male,age 60-79
2002,high school,NA,52,NA,NA,female,age 40-59
2002,less than high school,yes,70,NA,pretty happy,female,age 60-79
2002,high school,NA,59,very satisfied,pretty happy,female,age 40-59
2002,high school,NA,36,NA,NA,female,age 20-39
2002,graduate,NA,59,NA,NA,male,age 40-59
2002,less than high school,NA,58,NA,NA,female,age 40-59
2002,high school,NA,30,NA,NA,female,age 20-39
2002,high school,NA,42,NA,NA,female,age 40-59
2002,high school,NA,21,moderately satisfied,pretty happy,female,age 20-39
2002,high school,NA,29,NA,NA,female,age 20-39
2002,bachelor's,NA,43,NA,NA,male,age 40-59
2002,bachelor's,NA,52,moderately satisfied,pretty happy,female,age 40-59
2002,associate/junior college,NA,33,moderately satisfied,pretty happy,female,age 20-39
2002,associate/junior college,NA,37,NA,NA,male,age 20-39
2002,high school,NA,31,NA,pretty happy,female,age 20-39
2002,bachelor's,NA,50,very satisfied,very happy,male,age 40-59
2002,high school,yes,35,NA,NA,female,age 20-39
2002,associate/junior college,NA,47,NA,NA,female,age 40-59
2002,high school,NA,46,very satisfied,very happy,female,age 40-59
2002,bachelor's,NA,29,very satisfied,pretty happy,female,age 20-39
2002,high school,yes,22,NA,pretty happy,male,age 20-39
2002,high school,NA,48,NA,NA,male,age 40-59
2002,high school,NA,29,NA,NA,male,age 20-39
2002,high school,NA,36,moderately satisfied,pretty happy,female,age 20-39
2002,high school,NA,59,NA,NA,female,age 40-59
2002,graduate,yes,52,very satisfied,pretty happy,male,age 40-59
2002,bachelor's,NA,51,NA,NA,female,age 40-59
2002,high school,NA,37,NA,NA,female,age 20-39
2002,high school,NA,37,NA,NA,female,age 20-39
2002,high school,NA,52,NA,NA,female,age 40-59
2002,graduate,NA,62,NA,NA,male,age 60-79
2002,less than high school,yes,54,NA,NA,female,age 40-59
2002,less than high school,yes,49,very satisfied,very happy,female,age 40-59
2002,high school,yes,56,NA,pretty happy,female,age 40-59
2002,high school,yes,66,NA,NA,female,age 60-79
2002,less than high school,NA,31,moderately satisfied,pretty happy,male,age 20-39
2002,associate/junior college,NA,56,moderately satisfied,not too happy,female,age 40-59
2002,less than high school,NA,25,NA,NA,female,age 20-39
2002,less than high school,yes,85,NA,NA,female,age 80-100
2002,high school,NA,32,very satisfied,very happy,female,age 20-39
2002,less than high school,yes,86,NA,NA,female,age 80-100
2002,bachelor's,yes,70,NA,pretty happy,male,age 60-79
2002,high school,NA,33,moderately satisfied,pretty happy,female,age 20-39
2002,high school,yes,80,NA,pretty happy,female,age 80-100
2002,less than high school,yes,85,NA,NA,female,age 80-100
2002,high school,NA,49,NA,NA,female,age 40-59
2002,less than high school,yes,67,very satisfied,not too happy,female,age 60-79
2002,high school,yes,36,very satisfied,very happy,female,age 20-39
2002,high school,NA,24,NA,NA,female,age 20-39
2002,high school,NA,40,NA,NA,female,age 40-59
2002,high school,NA,34,a little dissatisfied,pretty happy,female,age 20-39
2002,high school,yes,65,NA,NA,male,age 60-79
2002,less than high school,NA,25,moderately satisfied,pretty happy,female,age 20-39
2002,associate/junior college,NA,61,very satisfied,very happy,female,age 60-79
2002,graduate,NA,56,very satisfied,very happy,female,age 40-59
2002,graduate,NA,69,NA,NA,female,age 60-79
2002,less than high school,no,18,NA,NA,male,age 1-19
2002,bachelor's,NA,51,moderately satisfied,pretty happy,female,age 40-59
2002,high school,yes,72,NA,NA,female,age 60-79
2002,high school,NA,19,moderately satisfied,not too happy,female,age 1-19
2002,less than high school,yes,53,NA,NA,male,age 40-59
2002,high school,NA,33,NA,NA,male,age 20-39
2002,high school,NA,46,NA,NA,male,age 40-59
2002,high school,NA,33,very dissatisfied,pretty happy,female,age 20-39
2002,bachelor's,NA,49,moderately satisfied,pretty happy,female,age 40-59
2002,less than high school,NA,39,moderately satisfied,very happy,female,age 20-39
2002,high school,yes,77,NA,NA,male,age 60-79
2002,less than high school,yes,53,NA,NA,male,age 40-59
2002,high school,NA,25,moderately satisfied,pretty happy,male,age 20-39
2002,high school,yes,75,NA,NA,female,age 60-79
2002,high school,NA,40,NA,NA,female,age 40-59
2002,high school,NA,56,NA,NA,female,age 40-59
2002,bachelor's,NA,47,very satisfied,pretty happy,female,age 40-59
2002,high school,NA,40,NA,NA,female,age 40-59
2002,high school,NA,61,moderately satisfied,not too happy,female,age 60-79
2002,high school,NA,35,a little dissatisfied,not too happy,female,age 20-39
2002,high school,NA,45,moderately satisfied,pretty happy,female,age 40-59
2002,less than high school,NA,39,NA,NA,male,age 20-39
2002,high school,NA,57,NA,NA,female,age 40-59
2002,high school,NA,73,very satisfied,pretty happy,female,age 60-79
2002,high school,NA,45,very satisfied,very happy,female,age 40-59
2002,bachelor's,NA,45,NA,NA,female,age 40-59
2002,high school,NA,48,NA,NA,male,age 40-59
2002,high school,yes,52,NA,NA,female,age 40-59
2002,less than high school,yes,67,NA,pretty happy,male,age 60-79
2002,high school,NA,37,NA,NA,male,age 20-39
2002,less than high school,NA,40,NA,NA,male,age 40-59
2002,high school,NA,34,NA,NA,male,age 20-39
2002,bachelor's,yes,71,NA,NA,female,age 60-79
2002,less than high school,yes,80,NA,NA,female,age 80-100
2002,high school,NA,39,NA,NA,female,age 20-39
2002,less than high school,no,80,NA,pretty happy,female,age 80-100
2002,high school,NA,37,very satisfied,pretty happy,female,age 20-39
2002,less than high school,NA,18,NA,NA,male,age 1-19
2002,less than high school,no,83,NA,NA,female,age 80-100
2002,high school,yes,63,NA,NA,male,age 60-79
2002,high school,NA,39,very satisfied,pretty happy,male,age 20-39
2002,high school,NA,38,very satisfied,pretty happy,female,age 20-39
2002,high school,NA,26,NA,NA,male,age 20-39
2002,high school,yes,75,NA,NA,female,age 60-79
2002,high school,NA,66,very satisfied,pretty happy,male,age 60-79
2002,high school,yes,75,NA,pretty happy,female,age 60-79
2002,bachelor's,yes,71,NA,pretty happy,male,age 60-79
2002,high school,NA,66,NA,NA,male,age 60-79
2002,high school,NA,23,NA,NA,male,age 20-39
2002,bachelor's,NA,25,very satisfied,very happy,male,age 20-39
2002,associate/junior college,yes,47,NA,NA,female,age 40-59
2002,bachelor's,yes,40,very satisfied,very happy,female,age 40-59
2002,high school,NA,25,moderately satisfied,pretty happy,male,age 20-39
2002,high school,NA,46,very satisfied,very happy,female,age 40-59
2002,high school,NA,46,very satisfied,pretty happy,female,age 40-59
2002,graduate,NA,26,very satisfied,pretty happy,female,age 20-39
2002,high school,yes,36,very satisfied,pretty happy,female,age 20-39
2002,bachelor's,NA,50,NA,NA,male,age 40-59
2002,graduate,NA,54,very satisfied,not too happy,male,age 40-59
2002,bachelor's,NA,34,NA,NA,female,age 20-39
2002,associate/junior college,NA,22,NA,NA,male,age 20-39
2002,high school,yes,69,NA,NA,male,age 60-79
2002,high school,NA,21,NA,NA,female,age 20-39
2002,bachelor's,NA,36,moderately satisfied,very happy,male,age 20-39
2002,high school,NA,48,NA,NA,male,age 40-59
2002,high school,NA,32,moderately satisfied,not too happy,female,age 20-39
2002,less than high school,NA,40,moderately satisfied,pretty happy,male,age 40-59
2002,less than high school,yes,68,NA,very happy,male,age 60-79
2002,high school,NA,38,NA,NA,female,age 20-39
2002,less than high school,NA,30,a little dissatisfied,not too happy,female,age 20-39
2002,high school,NA,26,a little dissatisfied,not too happy,female,age 20-39
2002,high school,NA,26,NA,NA,male,age 20-39
2002,high school,NA,38,NA,NA,male,age 20-39
2002,high school,NA,22,NA,NA,female,age 20-39
2002,bachelor's,yes,44,moderately satisfied,pretty happy,female,age 40-59
2002,high school,NA,47,NA,not too happy,female,age 40-59
2002,high school,NA,31,moderately satisfied,pretty happy,female,age 20-39
2002,less than high school,yes,88,NA,NA,male,age 80-100
2002,associate/junior college,NA,56,NA,NA,male,age 40-59
2002,graduate,NA,40,NA,NA,female,age 40-59
2002,high school,NA,64,NA,NA,female,age 60-79
2002,high school,NA,55,moderately satisfied,pretty happy,female,age 40-59
2002,bachelor's,NA,49,NA,NA,male,age 40-59
2002,high school,NA,60,NA,NA,female,age 60-79
2002,high school,NA,52,NA,NA,male,age 40-59
2002,high school,NA,42,NA,NA,male,age 40-59
2002,bachelor's,yes,65,NA,pretty happy,female,age 60-79
2002,high school,yes,76,NA,pretty happy,female,age 60-79
2002,high school,yes,53,NA,NA,male,age 40-59
2002,less than high school,yes,69,NA,very happy,male,age 60-79
2002,less than high school,yes,70,NA,pretty happy,male,age 60-79
2002,high school,NA,44,NA,NA,male,age 40-59
2002,high school,yes,61,NA,NA,female,age 60-79
2002,high school,NA,47,NA,NA,female,age 40-59
2002,graduate,NA,34,moderately satisfied,pretty happy,male,age 20-39
2002,high school,NA,58,NA,NA,male,age 40-59
2002,bachelor's,NA,23,NA,NA,male,age 20-39
2002,high school,no,23,moderately satisfied,pretty happy,female,age 20-39
2002,associate/junior college,NA,36,NA,NA,female,age 20-39
2002,high school,yes,86,NA,NA,female,age 80-100
2002,less than high school,yes,85,NA,pretty happy,female,age 80-100
2002,high school,NA,25,moderately satisfied,pretty happy,male,age 20-39
2002,high school,NA,32,NA,NA,male,age 20-39
2002,high school,yes,21,NA,very happy,female,age 20-39
2002,less than high school,NA,72,NA,NA,male,age 60-79
2002,less than high school,NA,48,very satisfied,very happy,female,age 40-59
2002,high school,NA,38,NA,NA,male,age 20-39
2002,high school,yes,37,NA,NA,female,age 20-39
2002,associate/junior college,yes,53,NA,NA,male,age 40-59
2002,bachelor's,yes,63,NA,NA,female,age 60-79
2002,graduate,NA,51,a little dissatisfied,pretty happy,male,age 40-59
2002,high school,NA,56,moderately satisfied,not too happy,female,age 40-59
2002,high school,yes,32,NA,NA,female,age 20-39
2002,associate/junior college,NA,47,moderately satisfied,pretty happy,male,age 40-59
2002,high school,NA,45,NA,NA,female,age 40-59
2002,high school,NA,45,NA,NA,male,age 40-59
2002,high school,NA,46,NA,NA,male,age 40-59
2002,high school,NA,62,very satisfied,very happy,male,age 60-79
2002,bachelor's,NA,46,a little dissatisfied,pretty happy,male,age 40-59
2002,high school,yes,57,NA,NA,female,age 40-59
2002,high school,yes,77,NA,very happy,female,age 60-79
2002,graduate,NA,46,NA,NA,male,age 40-59
2002,high school,NA,52,NA,NA,female,age 40-59
2002,high school,NA,31,a little dissatisfied,pretty happy,female,age 20-39
2002,high school,NA,41,NA,NA,male,age 40-59
2002,high school,NA,46,very satisfied,pretty happy,male,age 40-59
2002,high school,yes,73,NA,pretty happy,male,age 60-79
2002,bachelor's,yes,76,NA,NA,male,age 60-79
2002,bachelor's,NA,36,NA,NA,female,age 20-39
2002,less than high school,NA,23,NA,NA,female,age 20-39
2002,high school,yes,67,NA,NA,female,age 60-79
2002,graduate,NA,56,NA,NA,male,age 40-59
2002,bachelor's,NA,29,NA,NA,female,age 20-39
2002,high school,NA,51,very satisfied,not too happy,male,age 40-59
2002,graduate,NA,30,NA,NA,male,age 20-39
2002,bachelor's,NA,40,very satisfied,very happy,male,age 40-59
2002,high school,NA,23,NA,NA,female,age 20-39
2002,bachelor's,yes,73,NA,very happy,female,age 60-79
2002,high school,NA,43,a little dissatisfied,pretty happy,male,age 40-59
2002,high school,NA,30,NA,NA,male,age 20-39
2002,high school,NA,20,NA,NA,male,age 20-39
2002,graduate,NA,44,very satisfied,pretty happy,female,age 40-59
2002,high school,NA,49,NA,NA,female,age 40-59
2002,graduate,yes,67,NA,NA,male,age 60-79
2002,bachelor's,yes,82,NA,very happy,male,age 80-100
2002,high school,NA,25,NA,NA,female,age 20-39
2002,high school,yes,55,NA,pretty happy,male,age 40-59
2002,high school,no,80,NA,pretty happy,female,age 80-100
2002,less than high school,NA,68,NA,NA,male,age 60-79
2002,high school,yes,30,very satisfied,pretty happy,female,age 20-39
2002,bachelor's,yes,74,NA,not too happy,female,age 60-79
2002,less than high school,no,73,NA,pretty happy,female,age 60-79
2002,associate/junior college,NA,26,moderately satisfied,very happy,male,age 20-39
2002,graduate,yes,68,NA,NA,male,age 60-79
2002,graduate,NA,47,very satisfied,pretty happy,female,age 40-59
2002,bachelor's,NA,36,very satisfied,very happy,female,age 20-39
2002,high school,yes,69,NA,NA,female,age 60-79
2002,less than high school,yes,19,NA,NA,male,age 1-19
2002,bachelor's,NA,42,moderately satisfied,very happy,male,age 40-59
2002,high school,NA,37,a little dissatisfied,pretty happy,female,age 20-39
2002,bachelor's,NA,35,moderately satisfied,pretty happy,male,age 20-39
2002,bachelor's,no,50,NA,NA,female,age 40-59
2002,high school,NA,38,moderately satisfied,pretty happy,female,age 20-39
2002,high school,NA,51,very satisfied,very happy,female,age 40-59
2002,high school,NA,43,NA,NA,male,age 40-59
2002,high school,NA,47,NA,NA,female,age 40-59
2002,associate/junior college,NA,43,NA,NA,female,age 40-59
2002,graduate,NA,43,moderately satisfied,pretty happy,female,age 40-59
2002,high school,NA,46,a little dissatisfied,pretty happy,female,age 40-59
2002,high school,NA,28,NA,NA,male,age 20-39
2002,less than high school,yes,49,NA,NA,male,age 40-59
2002,high school,NA,58,very satisfied,very happy,female,age 40-59
2002,associate/junior college,NA,33,NA,NA,female,age 20-39
2002,graduate,NA,40,very satisfied,very happy,male,age 40-59
2002,high school,NA,56,NA,NA,male,age 40-59
2002,high school,yes,30,NA,pretty happy,female,age 20-39
2002,high school,NA,21,NA,NA,female,age 20-39
2002,high school,NA,26,NA,NA,male,age 20-39
2002,less than high school,NA,28,very dissatisfied,not too happy,female,age 20-39
2002,less than high school,NA,46,very satisfied,very happy,male,age 40-59
2002,high school,yes,43,NA,NA,female,age 40-59
2002,less than high school,NA,20,moderately satisfied,very happy,male,age 20-39
2002,high school,NA,58,moderately satisfied,pretty happy,male,age 40-59
2002,high school,yes,42,moderately satisfied,very happy,male,age 40-59
2002,less than high school,yes,73,NA,pretty happy,male,age 60-79
2002,high school,yes,27,NA,NA,female,age 20-39
2002,high school,yes,28,very satisfied,pretty happy,female,age 20-39
2002,high school,NA,33,NA,NA,male,age 20-39
2002,high school,NA,43,NA,NA,female,age 40-59
2002,bachelor's,NA,26,moderately satisfied,pretty happy,female,age 20-39
2002,high school,NA,42,very satisfied,pretty happy,male,age 40-59
2002,associate/junior college,NA,29,NA,NA,female,age 20-39
2002,bachelor's,NA,34,NA,NA,male,age 20-39
2002,bachelor's,yes,70,NA,NA,male,age 60-79
2002,high school,yes,72,NA,pretty happy,male,age 60-79
2002,high school,NA,54,NA,NA,female,age 40-59
2002,high school,NA,43,very satisfied,very happy,male,age 40-59
2002,bachelor's,NA,51,moderately satisfied,not too happy,male,age 40-59
2002,high school,yes,77,NA,NA,female,age 60-79
2002,bachelor's,NA,52,NA,NA,male,age 40-59
2002,high school,yes,21,NA,NA,female,age 20-39
2002,high school,NA,23,moderately satisfied,pretty happy,male,age 20-39
2002,graduate,NA,28,very satisfied,very happy,male,age 20-39
2002,high school,yes,26,NA,NA,male,age 20-39
2002,high school,yes,22,NA,not too happy,female,age 20-39
2002,high school,no,20,NA,pretty happy,male,age 20-39
2002,high school,yes,22,NA,NA,male,age 20-39
2002,high school,yes,71,NA,pretty happy,male,age 60-79
2002,high school,NA,41,very dissatisfied,pretty happy,female,age 40-59
2002,high school,NA,38,very satisfied,very happy,male,age 20-39
2002,high school,NA,24,NA,NA,male,age 20-39
2002,high school,NA,42,moderately satisfied,very happy,male,age 40-59
2002,bachelor's,yes,65,NA,NA,male,age 60-79
2002,high school,yes,57,NA,NA,male,age 40-59
2002,bachelor's,yes,45,NA,not too happy,male,age 40-59
2002,high school,no,34,NA,NA,male,age 20-39
2002,high school,no,37,NA,pretty happy,female,age 20-39
2002,less than high school,no,88,NA,NA,female,age 80-100
2002,high school,NA,40,moderately satisfied,pretty happy,female,age 40-59
2002,less than high school,yes,87,NA,pretty happy,female,age 80-100
2002,bachelor's,NA,36,NA,NA,male,age 20-39
2002,bachelor's,NA,34,moderately satisfied,pretty happy,female,age 20-39
2002,high school,NA,25,NA,NA,female,age 20-39
2002,high school,no,20,NA,NA,female,age 20-39
2002,high school,NA,24,NA,NA,male,age 20-39
2002,high school,NA,23,NA,NA,male,age 20-39
2002,high school,NA,24,very satisfied,pretty happy,male,age 20-39
2002,high school,NA,52,very satisfied,very happy,male,age 40-59
2002,high school,NA,52,very satisfied,very happy,male,age 40-59
2002,less than high school,yes,41,NA,pretty happy,male,age 40-59
2002,high school,no,19,NA,NA,female,age 1-19
2002,high school,yes,51,NA,NA,female,age 40-59
2002,high school,NA,32,NA,NA,female,age 20-39
2002,associate/junior college,NA,26,very dissatisfied,pretty happy,female,age 20-39
2002,high school,NA,24,NA,NA,female,age 20-39
2002,high school,NA,30,very satisfied,pretty happy,female,age 20-39
2002,high school,NA,35,NA,NA,female,age 20-39
2002,associate/junior college,NA,32,moderately satisfied,pretty happy,male,age 20-39
2002,less than high school,NA,28,very satisfied,very happy,female,age 20-39
2002,bachelor's,NA,52,moderately satisfied,pretty happy,female,age 40-59
2002,high school,NA,58,NA,NA,female,age 40-59
2002,less than high school,NA,24,very satisfied,pretty happy,female,age 20-39
2002,less than high school,yes,75,NA,very happy,female,age 60-79
2002,bachelor's,NA,28,very satisfied,pretty happy,male,age 20-39
2002,high school,NA,41,NA,NA,male,age 40-59
2002,high school,yes,55,NA,not too happy,female,age 40-59
2002,high school,yes,69,NA,NA,male,age 60-79
2002,graduate,yes,68,NA,pretty happy,male,age 60-79
2002,bachelor's,NA,51,NA,NA,female,age 40-59
2002,high school,NA,48,very satisfied,pretty happy,female,age 40-59
2002,high school,NA,61,very satisfied,pretty happy,female,age 60-79
2002,less than high school,yes,64,NA,NA,female,age 60-79
2002,bachelor's,NA,38,NA,NA,female,age 20-39
2002,high school,NA,66,very satisfied,pretty happy,male,age 60-79
2002,high school,NA,25,very dissatisfied,pretty happy,male,age 20-39
2002,high school,NA,46,NA,NA,male,age 40-59
2002,high school,yes,27,NA,NA,male,age 20-39
2002,bachelor's,yes,85,NA,pretty happy,female,age 80-100
2002,high school,yes,67,NA,pretty happy,female,age 60-79
2002,high school,yes,20,NA,very happy,female,age 20-39
2002,high school,yes,68,NA,NA,female,age 60-79
2002,associate/junior college,NA,26,NA,NA,male,age 20-39
2002,high school,yes,30,a little dissatisfied,not too happy,female,age 20-39
2002,less than high school,NA,57,NA,NA,male,age 40-59
2002,associate/junior college,yes,64,NA,NA,female,age 60-79
2002,high school,NA,31,very satisfied,very happy,male,age 20-39
2002,high school,no,44,NA,NA,female,age 40-59
2002,high school,NA,33,NA,NA,female,age 20-39
2002,high school,NA,36,very satisfied,very happy,male,age 20-39
2002,high school,NA,45,NA,NA,male,age 40-59
2002,high school,yes,22,NA,NA,female,age 20-39
2002,high school,NA,43,NA,NA,female,age 40-59
2002,less than high school,NA,22,very satisfied,pretty happy,male,age 20-39
2002,bachelor's,NA,46,NA,NA,male,age 40-59
2002,high school,yes,85,NA,NA,female,age 80-100
2002,high school,yes,75,NA,NA,male,age 60-79
2002,high school,NA,46,moderately satisfied,very happy,male,age 40-59
2004,less than high school,no,52,NA,NA,female,age 40-59
2004,high school,no,43,moderately satisfied,NA,female,age 40-59
2004,high school,NA,52,NA,NA,male,age 40-59
2004,associate/junior college,NA,53,very satisfied,pretty happy,male,age 40-59
2004,bachelor's,NA,34,NA,NA,female,age 20-39
2004,bachelor's,NA,33,moderately satisfied,pretty happy,male,age 20-39
2004,high school,NA,24,very satisfied,pretty happy,male,age 20-39
2004,high school,NA,22,NA,NA,male,age 20-39
2004,high school,NA,19,very satisfied,not too happy,male,age 1-19
2004,associate/junior college,NA,26,very dissatisfied,NA,male,age 20-39
2004,high school,yes,74,NA,NA,male,age 60-79
2004,high school,NA,58,NA,NA,female,age 40-59
2004,less than high school,NA,32,NA,NA,male,age 20-39
2004,graduate,NA,40,very satisfied,not too happy,male,age 40-59
2004,associate/junior college,NA,42,moderately satisfied,pretty happy,male,age 40-59
2004,less than high school,yes,48,a little dissatisfied,NA,male,age 40-59
2004,less than high school,NA,39,NA,NA,female,age 20-39
2004,less than high school,NA,27,a little dissatisfied,NA,male,age 20-39
2004,bachelor's,NA,38,NA,NA,female,age 20-39
2004,high school,NA,29,NA,NA,male,age 20-39
2004,less than high school,NA,29,moderately satisfied,pretty happy,female,age 20-39
2004,high school,NA,67,NA,NA,female,age 60-79
2004,high school,NA,57,NA,NA,male,age 40-59
2004,high school,no,20,NA,very happy,male,age 20-39
2004,high school,yes,19,NA,pretty happy,male,age 1-19
2004,associate/junior college,NA,55,NA,NA,female,age 40-59
2004,high school,NA,35,NA,NA,female,age 20-39
2004,bachelor's,yes,26,NA,not too happy,male,age 20-39
2004,bachelor's,yes,81,NA,very happy,male,age 80-100
2004,bachelor's,yes,73,NA,NA,male,age 60-79
2004,high school,yes,65,NA,pretty happy,female,age 60-79
2004,less than high school,yes,68,NA,NA,male,age 60-79
2004,high school,NA,35,a little dissatisfied,very happy,male,age 20-39
2004,graduate,NA,30,moderately satisfied,pretty happy,male,age 20-39
2004,bachelor's,NA,47,NA,NA,female,age 40-59
2004,bachelor's,NA,58,NA,NA,female,age 40-59
2004,graduate,NA,57,very satisfied,not too happy,female,age 40-59
2004,graduate,NA,29,NA,NA,male,age 20-39
2004,graduate,NA,53,moderately satisfied,pretty happy,female,age 40-59
2004,graduate,NA,48,very dissatisfied,not too happy,male,age 40-59
2004,high school,yes,23,very satisfied,not too happy,female,age 20-39
2004,high school,NA,36,very dissatisfied,very happy,male,age 20-39
2004,high school,yes,24,a little dissatisfied,pretty happy,male,age 20-39
2004,high school,NA,61,very satisfied,pretty happy,female,age 60-79
2004,high school,yes,49,NA,very happy,male,age 40-59
2004,bachelor's,NA,55,moderately satisfied,NA,male,age 40-59
2004,high school,NA,53,very satisfied,pretty happy,female,age 40-59
2004,graduate,NA,33,moderately satisfied,NA,male,age 20-39
2004,high school,NA,26,moderately satisfied,NA,female,age 20-39
2004,bachelor's,NA,63,moderately satisfied,pretty happy,female,age 60-79
2004,high school,NA,38,very satisfied,very happy,male,age 20-39
2004,graduate,NA,30,NA,NA,male,age 20-39
2004,high school,NA,37,NA,NA,female,age 20-39
2004,high school,NA,49,NA,NA,male,age 40-59
2004,less than high school,NA,23,moderately satisfied,NA,male,age 20-39
2004,less than high school,NA,59,very satisfied,NA,female,age 40-59
2004,graduate,NA,47,NA,NA,male,age 40-59
2004,bachelor's,yes,31,very satisfied,very happy,female,age 20-39
2004,bachelor's,NA,55,a little dissatisfied,NA,female,age 40-59
2004,bachelor's,NA,74,NA,NA,male,age 60-79
2004,bachelor's,NA,49,NA,NA,male,age 40-59
2004,bachelor's,NA,40,NA,NA,male,age 40-59
2004,graduate,NA,40,NA,NA,female,age 40-59
2004,bachelor's,NA,42,very satisfied,pretty happy,male,age 40-59
2004,graduate,NA,55,NA,NA,male,age 40-59
2004,graduate,yes,48,moderately satisfied,NA,female,age 40-59
2004,high school,yes,70,NA,pretty happy,female,age 60-79
2004,graduate,NA,57,very satisfied,NA,female,age 40-59
2004,graduate,NA,59,very satisfied,NA,female,age 40-59
2004,bachelor's,NA,38,NA,NA,female,age 20-39
2004,bachelor's,NA,33,NA,NA,female,age 20-39
2004,graduate,NA,53,moderately satisfied,pretty happy,female,age 40-59
2004,high school,yes,45,NA,NA,female,age 40-59
2004,associate/junior college,NA,41,moderately satisfied,NA,female,age 40-59
2004,high school,NA,25,very satisfied,very happy,female,age 20-39
2004,bachelor's,NA,26,very satisfied,very happy,male,age 20-39
2004,graduate,NA,57,very satisfied,pretty happy,male,age 40-59
2004,less than high school,NA,57,NA,NA,female,age 40-59
2004,graduate,yes,66,NA,NA,female,age 60-79
2004,bachelor's,NA,39,very satisfied,very happy,female,age 20-39
2004,high school,NA,43,very satisfied,not too happy,male,age 40-59
2004,bachelor's,NA,30,NA,NA,female,age 20-39
2004,bachelor's,NA,48,NA,NA,male,age 40-59
2004,bachelor's,NA,45,moderately satisfied,pretty happy,male,age 40-59
2004,high school,NA,45,moderately satisfied,pretty happy,male,age 40-59
2004,bachelor's,NA,32,NA,NA,male,age 20-39
2004,high school,NA,22,NA,pretty happy,female,age 20-39
2004,bachelor's,NA,33,a little dissatisfied,NA,male,age 20-39
2004,high school,yes,69,NA,NA,female,age 60-79
2004,bachelor's,NA,43,moderately satisfied,pretty happy,female,age 40-59
2004,bachelor's,NA,31,very satisfied,NA,male,age 20-39
2004,associate/junior college,NA,31,NA,NA,male,age 20-39
2004,high school,yes,45,NA,NA,female,age 40-59
2004,high school,yes,79,very satisfied,NA,female,age 60-79
2004,high school,yes,18,NA,NA,female,age 1-19
2004,high school,NA,55,very satisfied,pretty happy,female,age 40-59
2004,high school,yes,63,NA,pretty happy,male,age 60-79
2004,high school,yes,63,NA,NA,male,age 60-79
2004,high school,NA,37,very dissatisfied,not too happy,female,age 20-39
2004,graduate,NA,31,very satisfied,very happy,male,age 20-39
2004,graduate,NA,33,very satisfied,very happy,female,age 20-39
2004,bachelor's,NA,37,NA,NA,female,age 20-39
2004,bachelor's,NA,29,moderately satisfied,very happy,female,age 20-39
2004,associate/junior college,no,33,NA,NA,female,age 20-39
2004,bachelor's,NA,50,very satisfied,NA,female,age 40-59
2004,less than high school,NA,39,moderately satisfied,very happy,male,age 20-39
2004,less than high school,NA,42,NA,NA,male,age 40-59
2004,high school,NA,35,very satisfied,very happy,male,age 20-39
2004,high school,NA,57,NA,NA,female,age 40-59
2004,high school,NA,57,moderately satisfied,not too happy,male,age 40-59
2004,less than high school,NA,60,moderately satisfied,NA,male,age 60-79
2004,high school,no,74,NA,NA,female,age 60-79
2004,less than high school,yes,86,NA,pretty happy,female,age 80-100
2004,high school,yes,28,moderately satisfied,pretty happy,female,age 20-39
2004,graduate,NA,34,NA,NA,female,age 20-39
2004,graduate,NA,60,NA,NA,male,age 60-79
2004,high school,NA,49,very satisfied,very happy,male,age 40-59
2004,high school,NA,52,moderately satisfied,pretty happy,female,age 40-59
2004,high school,NA,35,NA,NA,male,age 20-39
2004,bachelor's,NA,33,moderately satisfied,pretty happy,female,age 20-39
2004,bachelor's,NA,35,very satisfied,NA,male,age 20-39
2004,graduate,NA,37,very satisfied,very happy,male,age 20-39
2004,less than high school,NA,68,moderately satisfied,pretty happy,male,age 60-79
2004,high school,NA,47,NA,NA,female,age 40-59
2004,associate/junior college,NA,42,very satisfied,pretty happy,male,age 40-59
2004,graduate,NA,56,very satisfied,very happy,male,age 40-59
2004,graduate,NA,57,moderately satisfied,not too happy,female,age 40-59
2004,high school,yes,62,NA,NA,male,age 60-79
2004,high school,NA,61,NA,NA,male,age 60-79
2004,less than high school,NA,56,a little dissatisfied,NA,female,age 40-59
2004,high school,NA,59,moderately satisfied,pretty happy,female,age 40-59
2004,less than high school,NA,19,NA,NA,male,age 1-19
2004,high school,NA,40,moderately satisfied,pretty happy,male,age 40-59
2004,high school,NA,55,NA,NA,male,age 40-59
2004,graduate,yes,32,very satisfied,NA,female,age 20-39
2004,bachelor's,NA,46,moderately satisfied,pretty happy,male,age 40-59
2004,high school,NA,23,moderately satisfied,pretty happy,male,age 20-39
2004,high school,NA,50,NA,NA,male,age 40-59
2004,high school,NA,24,NA,NA,female,age 20-39
2004,bachelor's,NA,52,moderately satisfied,very happy,female,age 40-59
2004,high school,NA,51,very satisfied,pretty happy,female,age 40-59
2004,high school,NA,50,moderately satisfied,NA,female,age 40-59
